name,type,isin,distribution_policy,yahoo_ticker,yahoo_exchange,yahoo_source_url,ordinary_tax_principle,ordinary_income_type,ask_eligible,tax_basis,tax_source_url,classification_as_of
Fidelity US Equity Research Enhanced UCITS ETF - Acc,ETF,IE00BKSBGS44,Akkumulerende,FUSR.L,LSE,https://finance.yahoo.com/quote/FUSR.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Fidelity US Quality Income UCITS ETF ACC-USD,ETF,IE00BYXVGY31,Akkumulerende,FUSA.L,LSE,https://finance.yahoo.com/quote/FUSA.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Fidelity US Quality Income UCITS ETF INC-USD,ETF,IE00BYXVGX24,Distribuerende,FUSD.L,LSE,https://finance.yahoo.com/quote/FUSD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Gold Miners Screened UCITS ETF,ETF,IE00BNTVVR89,Akkumulerende,ESGO.L,LSE,https://finance.yahoo.com/quote/ESGO.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf Alerian Midstream Energy Dividend UCITS ETF - Dist,ETF,IE00BKPTXQ89,Distribuerende,MMLP.L,LSE,https://finance.yahoo.com/quote/MMLP.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf Defiance AI & Power Infrastructure UCITS ETF - Acc,ETF,IE000WUTBLT5,Akkumulerende,AIPO.MI,MIL,https://finance.yahoo.com/quote/AIPO.MI/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf Drone UCITS ETF - Acc,ETF,IE0003XW12I8,Akkumulerende,DRON.L,LSE,https://finance.yahoo.com/quote/DRON.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf EMQQ Emerging Markets Internet UCITS ETF - Acc,ETF,IE00BFYN8Y92,Akkumulerende,EMQQ.L,LSE,https://finance.yahoo.com/quote/EMQQ.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf Future of Defence UCITS ETF - Acc,ETF,IE000OJ5TQP4,Akkumulerende,ASWC.DE,GER,https://finance.yahoo.com/quote/ASWC.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf Guinness Sustainable Energy UCITS ETF - Acc,ETF,IE00BNC1F287,Akkumulerende,CLMA.MI,MIL,https://finance.yahoo.com/quote/CLMA.MI/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF - Acc,ETF,IE00BDDRF700,Akkumulerende,ITEK.L,LSE,https://finance.yahoo.com/quote/ITEK.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf Harbor Health Care UCITS ETF - Acc,ETF,IE00BJQTJ848,Akkumulerende,WELL.L,LSE,https://finance.yahoo.com/quote/WELL.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf INQQ India Internet UCITS ETF - Acc,ETF,IE000WYTQSF9,Akkumulerende,INQQ.L,LSE,https://finance.yahoo.com/quote/INQQ.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf Lloyd Focused Equity UCITS ETF - Acc,ETF,IE000NYVK0R8,Akkumulerende,FEP.L,LSE,https://finance.yahoo.com/quote/FEP.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf Nuclear Renaissance UCITS ETF - Acc,ETF,IE0006WPPA00,Akkumulerende,NUKZ.L,LSE,https://finance.yahoo.com/quote/NUKZ.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf REX Tech Innovation Income & Growth UCITS ETF,ETF,IE000OBK3UE0,Distribuerende,ASWL.DE,GER,https://finance.yahoo.com/quote/ASWL.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf REX Tech Innovation Premium Income UCITS ETF,ETF,IE000HF69TA9,Distribuerende,ASWK.DE,GER,https://finance.yahoo.com/quote/ASWK.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf Saturna Al-Kawthar Global Focused Equity UCITS ETF - Acc,ETF,IE00BMYMHS24,Akkumulerende,AMAL.L,LSE,https://finance.yahoo.com/quote/AMAL.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf Sprott Junior Uranium Miners UCITS ETF - Acc,ETF,IE00075IVKF9,Akkumulerende,URNJ.L,LSE,https://finance.yahoo.com/quote/URNJ.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf Sprott Uranium Miners UCITS ETF - Acc,ETF,IE0005YK6564,Akkumulerende,URNM.L,LSE,https://finance.yahoo.com/quote/URNM.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf Ukraine Reconstruction UCITS ETF - Acc,ETF,IE000R8PO127,Akkumulerende,UKRN.DE,GER,https://finance.yahoo.com/quote/UKRN.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf US Global Investors Travel UCITS ETF,ETF,IE00BMFNW783,Akkumulerende,TRYP.L,LSE,https://finance.yahoo.com/quote/TRYP.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
HANetf YieldMax Big Tech Option Income UCITS ETF,ETF,IE000MMRLY96,Distribuerende,YMAG.L,LSE,https://finance.yahoo.com/quote/YMAG.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Ageing Population UCITS ETF USD (Acc),ETF,IE00BYZK4669,Akkumulerende,AGED.L,LSE,https://finance.yahoo.com/quote/AGED.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Asia Pacific Dividend UCITS ETF USD (Dist),ETF,IE00B14X4T88,Distribuerende,IAPD.SW,EBS,https://finance.yahoo.com/quote/IAPD.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares ATX UCITS ETF (DE),ETF,DE000A0D8Q23,Distribuerende,EXXX.DE,GER,https://finance.yahoo.com/quote/EXXX.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Automation & Robotics UCITS ETF USD (Acc),ETF,IE00BYZK4552,Akkumulerende,RBOT.L,LSE,https://finance.yahoo.com/quote/RBOT.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Automation & Robotics UCITS ETF USD (Dist),ETF,IE00BYWZ0333,Distribuerende,RBOD.L,LSE,https://finance.yahoo.com/quote/RBOD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares BIC 50 UCITS ETF USD (Dist),ETF,IE00B1W57M07,Distribuerende,IQQ9.DE,GER,https://finance.yahoo.com/quote/IQQ9.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares China Large Cap UCITS ETF USD (Dist),ETF,IE00B02KXK85,Distribuerende,FXC.SW,EBS,https://finance.yahoo.com/quote/FXC.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Copper Miners UCITS ETF USD (Acc),ETF,IE00063FT9K6,Akkumulerende,COPM.AS,AMS,https://finance.yahoo.com/quote/COPM.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core DAX UCITS ETF (DE) EUR (Dist),ETF,DE000A2QP331,Distribuerende,EXIC.DE,GER,https://finance.yahoo.com/quote/EXIC.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),ETF,IE0008471009,Distribuerende,EUEA.AS,AMS,https://finance.yahoo.com/quote/EUEA.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core FTSE 100 UCITS ETF EUR Hedged (Acc),ETF,IE000HARJEE2,Akkumulerende,CEB4.MU,MUN,https://finance.yahoo.com/quote/CEB4.MU/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core FTSE 100 UCITS ETF GBP (Dist),ETF,IE0005042456,Distribuerende,ISF.L,LSE,https://finance.yahoo.com/quote/ISF.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core MSCI EM IMI UCITS ETF USD (Acc),ETF,IE00BKM4GZ66,Akkumulerende,EIMI.L,LSE,https://finance.yahoo.com/quote/EIMI.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core MSCI EM IMI UCITS ETF USD (Dist),ETF,IE00BD45KH83,Distribuerende,EIMU.L,LSE,https://finance.yahoo.com/quote/EIMU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core MSCI Europe UCITS ETF EUR (Acc),ETF,IE000MAO75G5,Akkumulerende,CEBZ.DE,GER,https://finance.yahoo.com/quote/CEBZ.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core MSCI Europe UCITS ETF EUR (Acc),ETF,IE00B4K48X80,Akkumulerende,IMAE.AS,AMS,https://finance.yahoo.com/quote/IMAE.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core MSCI Europe UCITS ETF EUR (Dist),ETF,IE00B1YZSC51,Distribuerende,IMEU.AS,AMS,https://finance.yahoo.com/quote/IMEU.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core MSCI Japan IMI UCITS ETF USD (Acc),ETF,IE00B4L5YX21,Akkumulerende,IJPA.L,LSE,https://finance.yahoo.com/quote/IJPA.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core MSCI Pacific ex-Japan UCITS ETF USD (Acc),ETF,IE00B52MJY50,Akkumulerende,CSPXJ.SW,EBS,https://finance.yahoo.com/quote/CSPXJ.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core MSCI World UCITS ETF EUR Hedged (Dist),ETF,IE00BKBF6H24,Distribuerende,IWLE.DE,GER,https://finance.yahoo.com/quote/IWLE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core MSCI World UCITS ETF USD (Acc),ETF,IE00B4L5Y983,Akkumulerende,IWDA.L,LSE,https://finance.yahoo.com/quote/IWDA.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core S&P 500 UCITS ETF EUR Hedged (Acc),ETF,IE000Y7V5EW2,Akkumulerende,CSPEH.AS,AMS,https://finance.yahoo.com/quote/CSPEH.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core S&P 500 UCITS ETF USD (Acc),ETF,IE00B5BMR087,Akkumulerende,CSSPX.MI,MIL,https://finance.yahoo.com/quote/CSSPX.MI/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Core S&P 500 UCITS ETF USD (Dist),ETF,IE0031442068,Distribuerende,IDUS.L,LSE,https://finance.yahoo.com/quote/IDUS.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares DAX ESG UCITS ETF (DE),ETF,DE000A0Q4R69,Akkumulerende,EXIA.DE,GER,https://finance.yahoo.com/quote/EXIA.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Digital Entertainment and Education UCITS ETF USD (Acc),ETF,IE00023EZQ82,Akkumulerende,PLAY.AS,AMS,https://finance.yahoo.com/quote/PLAY.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Digital Security UCITS ETF USD (Acc),ETF,IE00BG0J4C88,Akkumulerende,LOCK.L,LSE,https://finance.yahoo.com/quote/LOCK.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Digital Security UCITS ETF USD (Dist),ETF,IE00BG0J4841,Distribuerende,SHLD.L,LSE,https://finance.yahoo.com/quote/SHLD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Digitalisation UCITS ETF USD (Acc),ETF,IE00BYZK4883,Akkumulerende,DGTL.L,LSE,https://finance.yahoo.com/quote/DGTL.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares DivDAX UCITS ETF (DE),ETF,DE0002635273,Distribuerende,EXSB.DE,GER,https://finance.yahoo.com/quote/EXSB.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Dow Jones Global Leaders Screened UCITS ETF USD (Acc),ETF,IE00B57X3V84,Akkumulerende,IGSU.L,LSE,https://finance.yahoo.com/quote/IGSU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Dow Jones Industrial Average UCITS ETF USD (Acc),ETF,IE00B53L4350,Akkumulerende,CSINDU.SW,EBS,https://finance.yahoo.com/quote/CSINDU.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Dow Jones U.S. Select Dividend UCITS ETF (DE) USD (ausschüttend),ETF,DE000A0D8Q49,Distribuerende,EXX5.DE,GER,https://finance.yahoo.com/quote/EXX5.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI EM Minimum Volatility UCITS ETF USD (Acc),ETF,IE00B8KGV557,Akkumulerende,EMMV.L,LSE,https://finance.yahoo.com/quote/EMMV.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI EM Value Factor UCITS ETF USD (Acc),ETF,IE00BG0SKF03,Akkumulerende,EMVL.L,LSE,https://finance.yahoo.com/quote/EMVL.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI Europe Minimum Volatility Advanced UCITS ETF EUR (Acc),ETF,IE00BKVL7D31,Akkumulerende,MVEE.DE,GER,https://finance.yahoo.com/quote/MVEE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI Europe Minimum Volatility UCITS ETF EUR (Acc),ETF,IE00B86MWN23,Akkumulerende,MVEU.L,LSE,https://finance.yahoo.com/quote/MVEU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc),ETF,IE00BQN1K786,Akkumulerende,CEMR.DE,GER,https://finance.yahoo.com/quote/CEMR.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI Europe Quality Factor UCITS ETF EUR (Acc),ETF,IE00BQN1K562,Akkumulerende,CEMQ.DE,GER,https://finance.yahoo.com/quote/CEMQ.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Acc),ETF,IE00BQN1K901,Akkumulerende,IEVL.L,LSE,https://finance.yahoo.com/quote/IEVL.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI USA Minimum Volatility Advanced UCITS ETF USD (Acc),ETF,IE00BKVL7331,Akkumulerende,MVEA.AS,AMS,https://finance.yahoo.com/quote/MVEA.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Acc),ETF,IE00BD1F4N50,Akkumulerende,IUMO.L,LSE,https://finance.yahoo.com/quote/IUMO.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI USA Quality Factor UCITS ETF USD (Acc),ETF,IE00BD1F4L37,Akkumulerende,IUQA.L,LSE,https://finance.yahoo.com/quote/IUQA.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI USA Value Factor UCITS ETF USD (Acc),ETF,IE00BD1F4M44,Akkumulerende,IUVL.L,LSE,https://finance.yahoo.com/quote/IUVL.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI World Minimum Volatility Advanced UCITS ETF USD (Acc),ETF,IE00BKVL7778,Akkumulerende,MVEW.AS,AMS,https://finance.yahoo.com/quote/MVEW.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI World Minimum Volatility UCITS ETF EUR Hedged (Acc),ETF,IE00BYXPXL17,Akkumulerende,SXR0.DE,GER,https://finance.yahoo.com/quote/SXR0.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),ETF,IE00B8FHGS14,Akkumulerende,MVOL.L,LSE,https://finance.yahoo.com/quote/MVOL.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI World Momentum Factor UCITS ETF USD (Acc),ETF,IE00BP3QZ825,Akkumulerende,IWMO.L,LSE,https://finance.yahoo.com/quote/IWMO.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI World Quality Factor UCITS ETF USD (Acc),ETF,IE00BP3QZ601,Akkumulerende,IWQU.L,LSE,https://finance.yahoo.com/quote/IWQU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge MSCI World Value Factor UCITS ETF USD (Acc),ETF,IE00BP3QZB59,Akkumulerende,IWVL.L,LSE,https://finance.yahoo.com/quote/IWVL.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Acc),ETF,IE00B6SPMN59,Akkumulerende,SPMV.L,LSE,https://finance.yahoo.com/quote/SPMV.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),ETF,IE00BGL86Z12,Akkumulerende,ECAR.L,LSE,https://finance.yahoo.com/quote/ECAR.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares EM Dividend UCITS ETF USD (Dist),ETF,IE00B652H904,Distribuerende,IEDY.L,LSE,https://finance.yahoo.com/quote/IEDY.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Essential Metals Producers UCITS ETF USD (Acc),ETF,IE000ROSD5J6,Akkumulerende,METL.AS,AMS,https://finance.yahoo.com/quote/METL.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Euro Dividend UCITS ETF EUR (Dist),ETF,IE00B0M62S72,Distribuerende,IDVY.AS,AMS,https://finance.yahoo.com/quote/IDVY.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares EURO STOXX 50 ESG UCITS ETF EUR (Acc),ETF,IE000LXEN6X4,Akkumulerende,ES50.DE,GER,https://finance.yahoo.com/quote/ES50.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares EURO STOXX Mid UCITS ETF EUR (Dist),ETF,IE00B02KXL92,Distribuerende,DJMC.AS,AMS,https://finance.yahoo.com/quote/DJMC.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares EURO STOXX Small UCITS ETF EUR (Dist),ETF,IE00B02KXM00,Distribuerende,DJSC.AS,AMS,https://finance.yahoo.com/quote/DJSC.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Euro Total Market Growth Large UCITS ETF EUR (Dist),ETF,IE00B0M62V02,Distribuerende,IDJG.AS,AMS,https://finance.yahoo.com/quote/IDJG.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Europe Defence UCITS ETF EUR (Acc),ETF,IE000IAXNM41,Akkumulerende,DFNC.DE,GER,https://finance.yahoo.com/quote/DFNC.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares FTSE MIB UCITS ETF EUR (Acc),ETF,IE00B53L4X51,Akkumulerende,CSMIB.MI,MIL,https://finance.yahoo.com/quote/CSMIB.MI/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Global Clean Energy Transition UCITS ETF USD (Acc),ETF,IE000U58J0M1,Akkumulerende,INRA.AS,AMS,https://finance.yahoo.com/quote/INRA.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Global Clean Energy Transition UCITS ETF USD (Dist),ETF,IE00B1XNHC34,Distribuerende,INRG.SW,EBS,https://finance.yahoo.com/quote/INRG.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Global Infrastructure UCITS ETF USD (Dist),ETF,IE00B1FZS467,Distribuerende,INFR.SW,EBS,https://finance.yahoo.com/quote/INFR.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Global Timber & Forestry UCITS ETF USD (Acc),ETF,IE0003ZXNJY5,Akkumulerende,WOOE.AS,AMS,https://finance.yahoo.com/quote/WOOE.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Global Timber & Forestry UCITS ETF USD (Dist),ETF,IE00B27YCF74,Distribuerende,WOOD.SW,EBS,https://finance.yahoo.com/quote/WOOD.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares Global Water UCITS ETF USD (Dist),ETF,IE00B1TXK627,Distribuerende,DH2O.L,LSE,https://finance.yahoo.com/quote/DH2O.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
